Beach Name,Latitude,Longitude,Temperature (°C),Humidity (%),Wind Speed (m/s),Cloud Cover (%),Wave Height (m),Ocean Current Velocity (m/s),Sea Surface Temp (°C),Weather Condition,Alert Message,Safety Message
Mumbai Beach,18.922,79.8083,21.21591649,65.78874634,2.72676705,68.4594411,4.077749846,1.922794767,26.36221152,1,Strong waves and cloudy skies. Swimming is not recommended.,"Avoid swimming altogether – rough seas can be dangerous, especially for inexperienced swimmers. If you must enter the water, always wear a life jacket. Swim only in designated areas with lifeguards present. Keep a close watch on weather alerts, as conditions can change quickly. Stay away from rocks, piers, or any dangerous underwater structures. If you're in the water, stay calm and swim parallel to the shore if caught in a rip current. Always swim with a buddy and have an emergency exit plan."
Goa Beach,17.6869,79.8083,34.57512221,68.95585993,4.410050515,68.57569248,2.679887734,0.229155053,30.6243279,3,Avoid swimming due to rain; stay safe and wait for clearance.,"Avoid swimming during heavy rainfall due to reduced visibility. Seek shelter during storms or when lightning is present. Be mindful of strong wind gusts that can make the water choppy. If you do swim, wear bright-colored clothing to be seen. Keep an eye on the weather and leave the water at the first sign of lightning. Avoid alcohol while swimming or engaging in any water activities. Listen to any safety announcements made by lifeguards."
Kerala Beach,15.2993,83.2185,23.16706756,72.47689376,2.717115628,26.46230797,3.091974486,0.082298161,25.01349676,1,Strong waves and cloudy skies. Swimming is not recommended.,"Avoid swimming altogether – rough seas can be dangerous, especially for inexperienced swimmers. If you must enter the water, always wear a life jacket. Swim only in designated areas with lifeguards present. Keep a close watch on weather alerts, as conditions can change quickly. Stay away from rocks, piers, or any dangerous underwater structures. If you're in the water, stay calm and swim parallel to the shore if caught in a rip current. Always swim with a buddy and have an emergency exit plan."
Chennai Beach,17.6869,72.8347,29.36165982,80.52993039,2.196863277,49.74402878,1.504851342,0.984552704,27.85282283,3,Dangerous conditions due to rain and strong waves. Avoid swimming.,"Avoid swimming altogether – the risk of strong currents and waves is too high. If you're in the water, always wear a life jacket. If a storm is approaching, get out of the water immediately and seek shelter. Be mindful of the risk of hypothermia in cold rain and rough seas. Never swim in rough seas unless you are a trained lifeguard or swimmer. Stay away from rocks or sharp debris in the water. Be aware of sudden changes in sea conditions, as heavy rainfall can intensify the waves."
Chennai Beach,10.8505,80.2707,29.72193592,52.61223836,3.052389548,36.83818354,4.948021364,0.279823602,25.60301601,2,Avoid swimming in rough seas due to strong waves.,"Avoid swimming entirely if the sea is rough and there are warnings. If you must enter the water, always wear a life jacket. Swim only in areas designated by lifeguards. Be extra cautious with strong rip currents – they can quickly carry you out to deeper waters. Always have a buddy when swimming in rough conditions. Stay away from rocks or other hazardous structures in the water. Keep an eye on weather alerts, and get out of the water if conditions worsen."
Goa Beach,15.2993,76.2711,21.38919279,67.03759585,2.733749091,23.5491555,2.262543427,1.708514501,29.95161338,1,"Perfect weather for a beach day, but check conditions regularly.","Enjoy swimming and water activities but avoid staying too long in the sun. Reapply sunscreen every two hours to avoid sunburn. Drink plenty of water to stay hydrated. Avoid swimming in strong currents or near rocks. Always swim in designated safe areas. Be cautious of sudden changes in weather, especially with storms. Be mindful of any marine life in the area and avoid disturbing them."
Mumbai Beach,13.0827,76.2711,22.29375832,76.48164541,2.078970966,36.5992169,1.100000193,1.718344393,29.39748171,,"High wave conditions, swimming is not recommended.",Stay out of the water if waves are too strong. Always swim with a buddy or in designated safe areas. Avoid alcohol and swimming under the influence. Wear a life jacket if you're unsure of your swimming abilities. Keep a watchful eye on the horizon for signs of worsening weather. Make sure to swim parallel to the shore if caught in a rip current. Be aware of your surroundings and stay close to shore if possible.
Mumbai Beach,15.2993,76.2711,20.13491381,60.79481076,3.820910268,66.26108505,3.926994431,0.311486028,27.11884766,1,Strong waves and cloudy skies. Swimming is not recommended.,"Avoid swimming altogether – rough seas can be dangerous, especially for inexperienced swimmers. If you must enter the water, always wear a life jacket. Swim only in designated areas with lifeguards present. Keep a close watch on weather alerts, as conditions can change quickly. Stay away from rocks, piers, or any dangerous underwater structures. If you're in the water, stay calm and swim parallel to the shore if caught in a rip current. Always swim with a buddy and have an emergency exit plan."
Mumbai Beach,17.6869,76.2711,30.54191921,74.79984813,5.750429846,62.48079233,4.22443731,1.566366876,25.46906272,,"High wave conditions, swimming is not recommended.",Stay out of the water if waves are too strong. Always swim with a buddy or in designated safe areas. Avoid alcohol and swimming under the influence. Wear a life jacket if you're unsure of your swimming abilities. Keep a watchful eye on the horizon for signs of worsening weather. Make sure to swim parallel to the shore if caught in a rip current. Be aware of your surroundings and stay close to shore if possible.
Vizag Beach,17.6869,83.2185,25.96906173,76.64459842,2.281858184,66.71880493,4.947062922,1.376961767,30.16969089,3,Dangerous conditions due to rain and strong waves. Avoid swimming.,"Avoid swimming altogether – the risk of strong currents and waves is too high. If you're in the water, always wear a life jacket. If a storm is approaching, get out of the water immediately and seek shelter. Be mindful of the risk of hypothermia in cold rain and rough seas. Never swim in rough seas unless you are a trained lifeguard or swimmer. Stay away from rocks or sharp debris in the water. Be aware of sudden changes in sea conditions, as heavy rainfall can intensify the waves."
Goa Beach,15.2993,83.2185,30.2169246,64.19827313,3.067739661,64.28095344,1.202863643,0.310575618,26.4528347,1,"Moderate waves, avoid swimming in deep water.","Stay hydrated, especially in the heat. Avoid swimming in areas with strong currents or large waves. Listen to lifeguard instructions and safety signals. Wear a hat or sunglasses to reduce the risk of sunstroke. Avoid alcohol while swimming or participating in water activities. Keep a first aid kit handy for minor injuries. Be aware of sudden weather changes and be ready to exit the water quickly."
Vizag Beach,15.2993,74.124,28.08517877,87.87530072,3.39877934,40.58280148,3.90400141,0.219204689,28.60970258,1,"Moderate waves, avoid swimming in deep water.","Stay hydrated, especially in the heat. Avoid swimming in areas with strong currents or large waves. Listen to lifeguard instructions and safety signals. Wear a hat or sunglasses to reduce the risk of sunstroke. Avoid alcohol while swimming or participating in water activities. Keep a first aid kit handy for minor injuries. Be aware of sudden weather changes and be ready to exit the water quickly."
Mumbai Beach,15.2993,83.2185,21.88019562,66.32762181,5.394767033,59.67154848,1.630512575,0.506857733,26.35073296,,Perfect weather for swimming. Enjoy your day!,"Stay hydrated, especially under the sun. Apply sunscreen to prevent sunburn. Wear a hat or sunglasses for additional sun protection. Always swim in designated areas and be mindful of the currents. Check for any lifeguard instructions or warnings. Avoid alcohol, as it impairs judgment and coordination. Use water shoes to avoid injuries from sharp objects."
Kerala Beach,17.6869,72.8347,21.95384799,88.05452915,3.488187857,31.07797339,1.477340176,0.179051522,26.60324081,2,Moderate winds and waves; be cautious and stay near shore.,"Check the weather forecast for any upcoming changes. Use sunscreen with a high SPF, as UV rays can still reach you through clouds. Avoid deep waters if you're not an experienced swimmer. Stay within swimming areas and be cautious around waves. If you're in a group, designate a safe meeting spot in case of emergency. If you're feeling tired, leave the water immediately. Always listen to lifeguard instructions regarding water safety."
Chennai Beach,10.8505,76.2711,29.44217653,52.43237186,3.705086338,61.48185254,4.96024208,0.667162065,27.40295036,2,Avoid swimming in rough seas due to strong waves.,"Avoid swimming entirely if the sea is rough and there are warnings. If you must enter the water, always wear a life jacket. Swim only in areas designated by lifeguards. Be extra cautious with strong rip currents – they can quickly carry you out to deeper waters. Always have a buddy when swimming in rough conditions. Stay away from rocks or other hazardous structures in the water. Keep an eye on weather alerts, and get out of the water if conditions worsen."
Pondicherry,15.2993,80.2707,33.27544966,51.30145111,3.680249173,27.05310234,1.416475652,0.962394342,27.62882342,3,Dangerous conditions due to rain and strong waves. Avoid swimming.,"Avoid swimming altogether – the risk of strong currents and waves is too high. If you're in the water, always wear a life jacket. If a storm is approaching, get out of the water immediately and seek shelter. Be mindful of the risk of hypothermia in cold rain and rough seas. Never swim in rough seas unless you are a trained lifeguard or swimmer. Stay away from rocks or sharp debris in the water. Be aware of sudden changes in sea conditions, as heavy rainfall can intensify the waves."
